"Sociedad","Periodo","Ejercicio","NªDocumento SAP","Division","Fecha Contable","Fech.Documento","Tip.Document","Tip.Comproba","  Numero Factura","Cod.Proveedor SAP","Nombre Proveedor","Pais Provee","      CUIT"," Importe Factura"," Percepción IIBB","Total Otros Impues","  Base Imponible","Indicado"," Tasa IVA","   Importe IVA","Exento 7 No Imponi","Importe Percepción","Importe Ret. IVA T","Moneda"
"  AR01","6","2022","1100003466","161","  01.06.2022","  13.10.2021","     FA","     A","  0006A00034720","33977","OTIS ARGENTINA S.A.","    AR","30516960724","14,536.95","0","0","0","   PC","0","0","0","89.55","0"," ARS"
"  AR01","6","2022","1100003837","160","  02.06.2022","  25.03.2022","     FA","     A","  9407A04620802","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","   PC","0","0","0","207.56","0"," ARS"
"  AR01","6","2022","1100004956","160","  01.06.2022","  06.04.2022","     FA","     A","  0041A00427756","34001","VERONICA S.A.","    AR","30500979824","16,871.40","0","0","0","   PC","0","0","0","408.18","0"," ARS"
"  AR01","6","2022","1100005716","5433","  15.06.2022","  26.04.2022","     FA","     A","  0609A00564658","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","   PC","0","0","0","1,565.87","0"," ARS"
"  AR01","6","2022","1100006300","5435","  01.06.2022","  06.05.2022","     FA","     A","  9407A04679337","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","   PC","0","0","0","439.78","0"," ARS"
"  AR01","6","2022","1100007029","5435","  01.06.2022","  19.05.2022","     FA","     A","  5002A01299622","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","32,750.07","0","0","0","   PC","0","0","0","741.78","0"," ARS"
"  AR01","6","2022","1100007044","169","  01.06.2022","  23.05.2022","     FA","     A","  5012A00224085","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","13,528.56","0","0","0","   PC","0","0","0","313.94","0"," ARS"
"  AR01","6","2022","1100007077","5435","  01.06.2022","  20.05.2022","     FA","     A","  0609A00567612","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","   PC","0","0","0","353.11","0"," ARS"
"  AR01","6","2022","1100007170","160","  04.06.2022","  16.05.2022","     FA","     A","  0041A00431637","34001","VERONICA S.A.","    AR","30500979824","31,030.35","0","0","0","   PC","0","0","-0.01","733","0"," ARS"
"  AR01","6","2022","1100007171","5433","  03.06.2022","  16.05.2022","     FA","     A","  0041A00431619","34001","VERONICA S.A.","    AR","30500979824","40,215.75","0","0","0","   PC","0","0","0.01","949.98","0"," ARS"
"  AR01","6","2022","1100007172","161","  03.06.2022","  17.05.2022","     FA","     A","  0041A00431695","34001","VERONICA S.A.","    AR","30500979824","23,967.45","0","0","0","   PC","0","0","0","566.16","0"," ARS"
"  AR01","6","2022","1100007173","5430","  03.06.2022","  17.05.2022","     FA","     A","  0041A00431694","34001","VERONICA S.A.","    AR","30500979824","54,042.91","0","0","0","   PC","0","0","0","1,276.60","0"," ARS"
"  AR01","6","2022","1100007175","162","  03.06.2022","  19.05.2022","     FA","     A","  0041A00431837","34001","VERONICA S.A.","    AR","30500979824","27,470.28","0","0","0","   PC","0","0","0","648.9","0"," ARS"
"  AR01","6","2022","1100007176","5430","  03.06.2022","  19.05.2022","     FA","     A","  0041A00431838","34001","VERONICA S.A.","    AR","30500979824","57,588.41","0","0","0","   PC","0","0","0","1,360.36","0"," ARS"
"  AR01","6","2022","1100007177","162","  03.06.2022","  19.05.2022","     FA","     A","  0041A00431869","34001","VERONICA S.A.","    AR","30500979824","22,013.86","0","0","0","   PC","0","0","0","520.01","0"," ARS"
"  AR01","6","2022","1100007179","160","  03.06.2022","  19.05.2022","     FA","     A","  0041A00431870","34001","VERONICA S.A.","    AR","30500979824","0","0","0","0","   PC","0","0","0","611.59","0"," ARS"
"  AR01","6","2022","1100007180","5433","  03.06.2022","  19.05.2022","     FA","     A","  0041A00431877","34001","VERONICA S.A.","    AR","30500979824","31,604.95","0","0","0","   PC","0","0","0","746.57","0"," ARS"
"  AR01","6","2022","1100007181","5435","  03.06.2022","  20.05.2022","     FA","     A","  0041A00431963","34001","VERONICA S.A.","    AR","30500979824","48,196.68","0","0","0","   PC","0","0","-0.46","1,138.50","0"," ARS"
"  AR01","6","2022","1100007193","5433","  04.06.2022","  17.05.2022","     FA","     A","  0609A00567287","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","   PC","0","0","0","1,709.42","0"," ARS"
"  AR01","6","2022","1100007209","160","  04.06.2022","  20.05.2022","     FA","     A","  9407A04698218","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","   PC","0","0","0","353.82","0"," ARS"
"  AR01","6","2022","1100007211","160","  03.06.2022","  02.05.2022","     FA","     A","  5002A01285073","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","3,006.73","0","0","0","   PC","0","0","0","67.59","0"," ARS"
"  AR01","6","2022","1100007233","162","  04.06.2022","  20.05.2022","     FA","     A","  0041A00431988","34001","VERONICA S.A.","    AR","30500979824","5,232.96","0","0","0","   PC","0","0","0","126.6","0"," ARS"
"  AR01","6","2022","1100007234","5435","  04.06.2022","  16.05.2022","     FA","     A","  0041A00431620","34001","VERONICA S.A.","    AR","30500979824","35,944.25","0","0","0","   PC","0","0","0","849.08","0"," ARS"
"  AR01","6","2022","1100007361","164","  08.06.2022","  23.05.2022","     FA","     A","  5004A00296673","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","18,078.60","0","0","0","   PC","0","0","0","418.56","0"," ARS"
"  AR01","6","2022","1100007362","163","  08.06.2022","  26.05.2022","     FA","     A","  5004A00297345","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","34,157.28","0","0","0","   PC","0","0","0","790.82","0"," ARS"
"  AR01","6","2022","1100007389","5430","  14.06.2022","  28.05.2022","     FA","     A","  0041A00432654","34001","VERONICA S.A.","    AR","30500979824","0","0","0","0","   PC","0","0","0","1,000.78","0"," ARS"
"  AR01","6","2022","1100007442","5430","  14.06.2022","  23.05.2022","     FA","     A","  0041A00432134","34001","VERONICA S.A.","    AR","30500979824","0","0","0","0","   PC","0","0","0","1,422.84","0"," ARS"
"  AR01","6","2022","1100007443","161","  14.06.2022","  23.05.2022","     FA","     A","  0041A00432225","34001","VERONICA S.A.","    AR","30500979824","11,913.27","0","0","0","   PC","0","0","0","288.22","0"," ARS"
"  AR01","6","2022","1100007444","5435","  14.06.2022","  23.05.2022","     FA","     A","  0041A00432232","34001","VERONICA S.A.","    AR","30500979824","0","0","0","0","   PC","0","0","0","967.24","0"," ARS"
"  AR01","6","2022","1100007445","5433","  14.06.2022","  24.05.2022","     FA","     A","  0041A00432303","34001","VERONICA S.A.","    AR","30500979824","0","0","0","0","   PC","0","0","0","868.26","0"," ARS"
"  AR01","6","2022","1100007446","160","  14.06.2022","  24.05.2022","     FA","     A","  0041A00432304","34001","VERONICA S.A.","    AR","30500979824","20,473.15","0","0","0","   PC","0","0","0","495.32","0"," ARS"
"  AR01","6","2022","1100007447","160","  14.06.2022","  24.05.2022","     FA","     A","  0041A00432327","34001","VERONICA S.A.","    AR","30500979824","15,636.52","0","0","0","   PC","0","0","0","378.3","0"," ARS"
"  AR01","6","2022","1100007448","5435","  14.06.2022","  26.05.2022","     FA","     A","  0041A00432463","34001","VERONICA S.A.","    AR","30500979824","0","0","0","0","   PC","0","0","0","799.7","0"," ARS"
"  AR01","6","2022","1100007449","162","  14.06.2022","  28.05.2022","     FA","     A","  0041A00432653","34001","VERONICA S.A.","    AR","30500979824","15,890.25","0","0","0","   PC","0","0","0","384.44","0"," ARS"
"  AR01","6","2022","1100007459","162","  11.06.2022","  23.05.2022","     FA","     A","  0609A00567928","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","   PC","0","0","0","423.24","0"," ARS"
"  AR01","6","2022","1100007463","5430","  11.06.2022","  24.05.2022","     FA","     A","  0609A00568025","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","   PC","0","0","0","661.73","0"," ARS"
"  AR01","6","2022","1100007525","162","  09.06.2022","  03.05.2022","     FA","     A","  9904A01690467","33538","EDESUR SA","    AR","30655116512","127,740.39","0","0","0","   PC","0","0","0","3,031.73","0"," ARS"
"  AR01","6","2022","1100007534","5435","  16.06.2022","  31.05.2022","     FA","     A","  0010A00064143","6002720","THYSSENKRUPP ELEVADORES S.A. A","    AR","30683076755","554,069.93","0","0","0","   PC","0","0","0","4,541.56","0"," ARS"
"  AR01","6","2022","1100007553","161","  04.06.2022","  06.04.2022","     FA","     A","  0944A00152064","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","319.39","0"," ARS"
"  AR01","6","2022","1100007554","161","  04.06.2022","  06.05.2022","     FA","     A","  0944A00163132","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","319.24","0"," ARS"
"  AR01","6","2022","1100007555","161","  04.06.2022","  06.11.2021","     FA","     A","  0944A00098078","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","145.23","0"," ARS"
"  AR01","6","2022","1100007556","161","  04.06.2022","  06.12.2021","     FA","     A","  0944A00108364","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","148.82","0"," ARS"
"  AR01","6","2022","1100007557","161","  04.06.2022","  06.01.2022","     FA","     A","  0944A00123369","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","164.32","0"," ARS"
"  AR01","6","2022","1100007558","161","  04.06.2022","  06.02.2022","     FA","     A","  0944A00129919","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","177.14","0"," ARS"
"  AR01","6","2022","1100007559","169","  04.06.2022","  06.04.2022","     FA","     A","  0944A00152053","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","710.24","0"," ARS"
"  AR01","6","2022","1100007560","169","  04.06.2022","  06.05.2022","     FA","     A","  0944A00163128","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","687.06","0"," ARS"
"  AR01","6","2022","1100007561","169","  04.06.2022","  06.11.2021","     FA","     A","  0944A00098067","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","538.32","0"," ARS"
"  AR01","6","2022","1100007562","169","  04.06.2022","  06.12.2021","     FA","     A","  0944A00108353","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","518.71","0"," ARS"
"  AR01","6","2022","1100007563","169","  04.06.2022","  06.01.2022","     FA","     A","  0944A00123358","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","618.99","0"," ARS"
"  AR01","6","2022","1100007564","169","  04.06.2022","  06.02.2022","     FA","     A","  0944A00129908","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","589.51","0"," ARS"
"  AR01","6","2022","1100007565","169","  04.06.2022","  06.03.2022","     FA","     A","  0944A00141013","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","670.66","0"," ARS"
"  AR01","6","2022","1100007567","5435","  06.06.2022","  12.12.2021","     FA","     A","  0949A01597309","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","517.91","0"," ARS"
"  AR01","6","2022","1100007568","5435","  06.06.2022","  12.01.2022","     FA","     A","  0949A01684947","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","587.83","0"," ARS"
"  AR01","6","2022","1100007569","5435","  06.06.2022","  12.02.2022","     FA","     A","  0949A01745623","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","564.25","0"," ARS"
"  AR01","6","2022","1100007570","5435","  06.06.2022","  12.03.2022","     FA","     A","  0949A01859366","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","540.42","0"," ARS"
"  AR01","6","2022","1100007571","5435","  06.06.2022","  12.04.2022","     FA","     A","  0949A01936436","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","691.44","0"," ARS"
"  AR01","6","2022","1100007573","5435","  06.06.2022","  12.10.2021","     FA","     A","  0949A01425577","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","129.12","0"," ARS"
"  AR01","6","2022","1100007574","5435","  06.06.2022","  12.11.2021","     FA","     A","  0949A01503593","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","371.96","0"," ARS"
"  AR01","6","2022","1100007575","5433","  06.06.2022","  12.04.2022","     FA","     A","  0949A01936405","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","581.14","0"," ARS"
"  AR01","6","2022","1100007576","5433","  06.06.2022","  12.05.2022","     FA","     A","  0949A02021626","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","561.68","0"," ARS"
"  AR01","6","2022","1100007578","5433","  06.06.2022","  12.11.2021","     FA","     A","  0949A01503926","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","295.62","0"," ARS"
"  AR01","6","2022","1100007579","5433","  06.06.2022","  12.12.2021","     FA","     A","  0949A01597639","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","354.95","0"," ARS"
"  AR01","6","2022","1100007580","5433","  06.06.2022","  12.01.2022","     FA","     A","  0949A01685269","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","339.6","0"," ARS"
"  AR01","6","2022","1100007581","5433","  06.06.2022","  12.02.2022","     FA","     A","  0949A01745940","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","376.81","0"," ARS"
"  AR01","6","2022","1100007582","5433","  06.06.2022","  12.03.2022","     FA","     A","  0949A01859678","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","449.59","0"," ARS"
"  AR01","6","2022","1100007583","162","  06.06.2022","  06.03.2022","     FA","     A","  0944A00141521","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","218.7","0"," ARS"
"  AR01","6","2022","1100007584","162","  06.06.2022","  06.04.2022","     FA","     A","  0944A00152565","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","292.57","0"," ARS"
"  AR01","6","2022","1100007585","162","  06.06.2022","  06.05.2022","     FA","     A","  0944A00163130","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","287.6","0"," ARS"
"  AR01","6","2022","1100007586","162","  06.06.2022","  06.11.2021","     FA","     A","  0944A00098609","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","155.31","0"," ARS"
"  AR01","6","2022","1100007587","162","  06.06.2022","  06.12.2021","     FA","     A","  0944A00109680","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","163.63","0"," ARS"
"  AR01","6","2022","1100007588","162","  06.06.2022","  06.01.2022","     FA","     A","  0944A00122821","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","169.35","0"," ARS"
"  AR01","6","2022","1100007589","162","  06.06.2022","  06.02.2022","     FA","     A","  0944A00130422","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","158.93","0"," ARS"
"  AR01","6","2022","1100007654","5435","  17.06.2022","  03.05.2022","     FA","     A","  9407A04674406","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","   PC","0","0","0","270.04","0"," ARS"
"  AR01","6","2022","1100007655","5435","  17.06.2022","  05.04.2022","     FA","     A","  5002A01260435","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","35,018.64","0","0","0","   PC","0","0","0","793.63","0"," ARS"
"  AR01","6","2022","1100007668","5435","  17.06.2022","  02.02.2022","     FA","     A","  5002A01206613","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","6,126.17","0","0","0","   PC","0","0","0","137.71","0"," ARS"
"  AR01","6","2022","1100007669","5435","  17.06.2022","  09.02.2022","     FA","     A","  5002A01212538","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","51,999.35","0","0","0","   PC","0","0","0","1,168.90","0"," ARS"
"  AR01","6","2022","1100007670","5435","  17.06.2022","  09.04.2022","     FA","     A","  5002A01265369","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","16,399.76","0","0","0","   PC","0","0","0","368.65","0"," ARS"
"  AR01","6","2022","1100007676","5435","  17.06.2022","  26.04.2022","     FA","     A","  5002A01279310","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","55,442.20","0","0","0","   PC","0","0","0","1,252.73","0"," ARS"
"  AR01","6","2022","1100007681","162","  17.06.2022","  10.05.2022","     FA","     A","  0041A00430957","34001","VERONICA S.A.","    AR","30500979824","19,496.89","0","0","0","   PC","0","0","0","471.7","0"," ARS"
"  AR01","6","2022","1100007729","160","  17.06.2022","  19.05.2022","     FA","     A","  0609A00567418","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","   PC","0","0","0","2,144.88","0"," ARS"
"  AR01","6","2022","1100007739","169","  20.06.2022","  30.05.2022","     FA","     A","  1253A00222715","33542","EMBOTELLADORA DEL ATLANTICO SA","    AR","30529135943","32,145.08","0","0","0","   PC","0","0","0","722.78","0"," ARS"
"  AR01","6","2022","1100007746","169","  17.06.2022","  02.06.2022","     FA","     A","  5012A00225763","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","10,813.91","0","0","0","   PC","0","0","0","251.16","0"," ARS"
"  AR01","6","2022","1100007799","163","  17.06.2022","  01.06.2022","     FA","     A","  0284A00509519","33542","EMBOTELLADORA DEL ATLANTICO SA","    AR","30529135943","10,417.08","0","0","0","   PC","0","0","0","234.42","0"," ARS"
"  AR01","6","2022","1100007809","160","  13.06.2022","  27.05.2022","     FA","     B","  0032B02082763","33532","METROGAS S.A.","    AR","30657863676","94,158.59","0","0","0","   PC","0","0","0","10,828.90","0"," ARS"
"  AR01","6","2022","1100007810","5435","  13.06.2022","  14.05.2022","     FA","     A","  0106A06854947","33637","AGUA Y SANEAMIENTOS ARGENTINOS","    AR","30709565075","103,114.46","0","0","0","   PC","0","0","0","2,295.00","0"," ARS"
"  AR01","6","2022","1100007812","161","  20.06.2022","  24.05.2022","     FA","     A","  5002A01302789","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","   PC","0","0","0","1,819.09","0"," ARS"
"  AR01","6","2022","1100007813","161","  20.06.2022","  06.05.2022","     FA","     A","  5002A01289641","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","18,829.35","0","0","0","   PC","0","0","0","422.93","0"," ARS"
"  AR01","6","2022","1100007814","163","  20.06.2022","  23.05.2022","     FA","     A","  5004A00296674","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","38,033.11","0","0","0","   PC","0","0","0","880.55","0"," ARS"
"  AR01","6","2022","1100007856","163","  14.06.2022","  31.10.2021","     FA","     X","  0000X07915720","33932","AMERICAN EXPRESS ARG. S.A.","    AR","30574816870","0","0","0","0","   PC","0","0","0","136.88","0"," ARS"
"  AR01","6","2022","1100007873","5430","  23.06.2022","  03.06.2022","     FA","     A","  0041A00433277","34001","VERONICA S.A.","    AR","30500979824","49,672.40","0","0","0","   PC","0","0","-0.16","1,173.36","0"," ARS"
"  AR01","6","2022","1100007875","163","  22.06.2022","  02.06.2022","     FA","     A","  0284A00510906","33542","EMBOTELLADORA DEL ATLANTICO SA","    AR","30529135943","29,728.47","0","0","0","   PC","0","0","0","664.55","0"," ARS"
"  AR01","6","2022","1100007880","5435","  23.06.2022","  02.06.2022","     FA","     A","  0041A00433185","34001","VERONICA S.A.","    AR","30500979824","49,735.24","0","0","0","   PC","0","0","0","1,174.85","0"," ARS"
"  AR01","6","2022","1100007881","5435","  23.06.2022","  01.06.2022","     FA","     A","  0041A00433047","34001","VERONICA S.A.","    AR","30500979824","26,563.97","0","0","0","   PC","0","0","0","627.5","0"," ARS"
"  AR01","6","2022","1100007895","161","  23.06.2022","  30.05.2022","     FA","     A","  0041A00432760","34001","VERONICA S.A.","    AR","30500979824","38,944.44","0","0","0","   PC","0","0","0","919.95","0"," ARS"
"  AR01","6","2022","1100007899","5430","  23.06.2022","  31.05.2022","     FA","     A","  0041A00432877","34001","VERONICA S.A.","    AR","30500979824","18,906.64","0","0","0","   PC","0","0","0","457.42","0"," ARS"
"  AR01","6","2022","1100007918","162","  22.06.2022","  02.06.2022","     FA","     A","  0609A00569139","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","   PC","0","0","0","386.05","0"," ARS"
"  AR01","6","2022","1100007928","162","  23.06.2022","  03.06.2022","     FA","     A","  0041A00433304","34001","VERONICA S.A.","    AR","30500979824","43,212.84","0","0","0","   PC","0","0","-0.25","1,020.78","0"," ARS"
"  AR01","6","2022","1100007929","160","  23.06.2022","  03.06.2022","     FA","     A","  0041A00433286","34001","VERONICA S.A.","    AR","30500979824","31,995.50","0","0","0","   PC","0","0","0","755.8","0"," ARS"
"  AR01","6","2022","1100007992","160","  27.06.2022","  31.05.2022","     FA","     A","  0041A00432904","34001","VERONICA S.A.","    AR","30500979824","67,864.22","0","0","0","   PC","0","0","0","1,603.09","0"," ARS"
"  AR01","6","2022","1100007993","5433","  27.06.2022","  31.05.2022","     FA","     A","  0041A00432903","34001","VERONICA S.A.","    AR","30500979824","62,402.41","0","0","0","   PC","0","0","0","1,474.07","0"," ARS"
"  AR01","6","2022","1100008035","169","  28.06.2022","  06.06.2022","     FA","     A","  1253A00226770","33542","EMBOTELLADORA DEL ATLANTICO SA","    AR","30529135943","17,423.71","0","0","0","   PC","0","0","0","390.66","0"," ARS"
"  AR01","6","2022","1100008114","161","  20.06.2022","  02.06.2022","     FA","     A","  9904A01710485","33538","EDESUR SA","    AR","30655116512","205,028.13","0","0","0","   PC","0","0","0","4,381.70","0"," ARS"
"  AR01","6","2022","1100008115","160","  20.06.2022","  28.05.2022","     FA","     B","  0109B36775767","33637","AGUA Y SANEAMIENTOS ARGENTINOS","    AR","30709565075","92,302.64","0","0","0","   PC","0","0","0","10,415.85","0"," ARS"
"  AR01","6","2022","1100008150","160","  20.06.2022","  09.06.2022","     FA","     A","  0057A00251019","34281","CAMMESA","    AR","30655373094","663,909.90","0","0","0","   PC","0","0","0","15,163.89","0"," ARS"
"  AR01","6","2022","1100008234","161","  21.06.2022","  08.06.2022","     FA","     A","  0031A00450271","33532","METROGAS S.A.","    AR","30657863676","49,264.58","0","0","0","   PC","0","0","0","1,160.27","0"," ARS"
"  AR01","6","2022","1100008317","169","  21.06.2022","  20.05.2022","     FA","     A","  0401A00614893","33535","DISTRIBUIDORA DE GAS CUYANA SA","    AR","33657865589","67,355.80","0","0","0","   PC","0","0","0","1,512.81","0"," ARS"
"  AR01","6","2022","1100008414","163","  24.06.2022","  31.10.2021","     FA","     X","  0000X07915199","33656","BANCO SANTANDER RIO SA","    AR","30500008454","0","0","0","0","   PC","0","0","0","203.88","0"," ARS"
"  AR01","6","2022","1100008468","169","  27.06.2022","  06.06.2022","     FA","     A","  0944A00174023","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","673.13","0"," ARS"
"  AR01","6","2022","1100008469","162","  27.06.2022","  06.06.2022","     FA","     A","  0944A00174032","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","388.59","0"," ARS"
"  AR01","6","2022","1100008470","161","  27.06.2022","  06.06.2022","     FA","     A","  0944A00174026","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","339.54","0"," ARS"
"  AR01","6","2022","1100008506","162","  27.06.2022","  02.06.2022","     FA","     A","  9904A01710188","33538","EDESUR SA","    AR","30655116512","201,759.64","0","0","0","   PC","0","0","0","4,576.94","0"," ARS"
"  AR01","6","2022","1100008721","163","  24.06.2022","  31.10.2021","     NC","     X","  0000X07915199","33656","BANCO SANTANDER RIO SA","    AR","30500008454","0","0","0","0","   PC","0","0","0","-203.88","0"," ARS"
"  AR01","6","2022","1100008722","163","  24.06.2022","  31.10.2021","     FA","     X","  0000X07915199","33656","BANCO SANTANDER RIO SA","    AR","30500008454","0","0","0","0","   PC","0","0","0","203.88","0"," ARS"
"  AR01","6","2022","1100008784","162","  27.06.2022","  06.06.2022","     NC","     A","  0944A00174032","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","-388.59","0"," ARS"
"  AR01","6","2022","1100008785","162","  27.06.2022","  06.06.2022","     FA","     A","  0944A00174032","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","   PC","0","0","0","388.59","0"," ARS"
"  AR01","6","2022","8000132239","163","  01.06.2022","  26.05.2022","",""," VI/CR 22.05.2022","","","","","0","0","0","0","   PD","0","0","0","141.32","0"," ARS"
"  AR01","6","2022","8000132618","164","  01.06.2022","  26.05.2022","",""," VI/CR 21.05.2022","","","","","0","0","0","0","   PD","0","0","0","121.02","0"," ARS"
"  AR01","6","2022","8000137305","163","  01.06.2022","  30.05.2022","",""," VI/CR 24.05.2022","","","","","0","0","0","0","   PD","0","0","0","90.46","0"," ARS"
"  AR01","6","2022","8000139127","163","  01.06.2022","  01.06.2022","",""," VI/CR 30.05.2022","","","","","0","0","0","0","   PD","0","0","0","155.03","0"," ARS"
"  AR01","6","2022","8000143132","164","  02.06.2022","  02.06.2022","",""," VI/CR 30.05.2022","","","","","0","0","0","0","   PD","0","0","0","92.37","0"," ARS"
"  AR01","6","2022","8000153768","163","  13.06.2022","  13.06.2022","",""," VI/CR 08.06.2022","","","","","0","0","0","0","   PD","0","0","0","65.52","0"," ARS"
"  AR01","6","2022","8000155670","163","  14.06.2022","  14.06.2022","",""," VI/CR 09.06.2022","","","","","0","0","0","0","   PD","0","0","0","101.48","0"," ARS"
"  AR01","6","2022","500000324","9509","  01.06.2022","  01.06.2022","     FA","","4094284336","3100070137","NH HOTELES ESPAÑA, S.A.","    ES","   A58511882","16,992.50","0","0","0","   S0","0","0","16,992.50","0","0"," EUR"
"  AR01","6","2022","500000331","9509","  03.06.2022","  03.06.2022","     FA","","    DFC1011013","3103118911","NH HOTELES DEUTSCHLAND GMBH","    DE","  37/168/20751","72,338.68","0","0","0","   S0","0","0","72,338.68","0","0"," EUR"
"  AR01","6","2022","500000332","9509","  03.06.2022","  03.06.2022","     FA","","    DFC1011158","3103118911","NH HOTELES DEUTSCHLAND GMBH","    DE","  37/168/20751","43,922.23","0","0","0","   S0","0","0","43,922.23","0","0"," EUR"
